"Quality","Country","Code","Year","Gini","Quntile 1","Quntile 2","Quntile 3","Quntile 4","Inc","Pers","Gross","Cov1","Cov2","Source1","Source2","Q","Other"
"ps","Tanzania","TZA",1968,50.8,,,,,"I","P",,"Nat'l",,"Lecaillon et al. 1984",,"ps",
"ps","Tanzania","TZA",1968,50.9,,,,,"I","H",,"Nat'l",,"Lecaillon et al. 1984",,"ps",
"wg","Tanzania","TZA",1967,54.51,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg","ARL"
"accept","Thailand","THA",1962,41.28,0.08,0.166,0.2868,0.5022,"I","H","G","Nat'l",,"Ikemoto and Limskul 1987","HES","good",
"accept","Thailand","THA",1969,42.63,0.0513,0.1524,0.2956,0.4993,"I","H","G","Nat'l",,"Ikemoto and Limskul 1987","SES","good",
"accept","Thailand","THA",1975,41.74,0.0492,0.1501,0.298,0.5161,"I","H","G","Nat'l",,"Ikemoto and Limskul 1987","SES","good",
"accept","Thailand","THA",1981,43.1,0.043,0.137,0.276,0.489,"I","H","G","Nat'l",,"Ikemoto 1993","SES","good",
"accept","Thailand","THA",1986,47.4,0.042,0.129,0.26,0.469,"I","H","G","Nat'l",,"Ikemoto 1993","SES","good",
"accept","Thailand","THA",1988,47.4,0.041,0.126,0.254,0.458,"I","H","G","Nat'l",,"Ikemoto 1993","SES","good",
"accept","Thailand","THA",1990,48.8,0.04,0.123,0.248,0.448,"I","H","G","Nat'l",,"Ikemoto 1993","SES","good",
"accept","Thailand","THA",1992,51.5,0.037,0.113,0.229,0.415,"I","H","G","Nat'l",,"Ikemoto 1993","SES","good",
"cs","Thailand","THA",1962,58.3,,,,,"I",,,"Nat'l",,"Cromwell 1977",,"cs",
"cs","Thailand","THA",1962,41.4,,,,,"I",,,"Nat'l",,"Fields 1989",,"cs","ARH"
"cs","Thailand","THA",1962,51.03,,,,,"I","H",,"Nat'l",,"Jain 1975",,"cs",
"cs","Thailand","THA",1962,41,,,,,"I","H",,"Nat'l",,"Oshima 1994",,"cs",
"cs","Thailand","THA",1968,43,,,,,"I","H",,"Nat'l",,"Rao 1989",,"cs",
"cs","Thailand","THA",1969,42.9,,,,,"I","H",,"Nat'l",,"Fields 1989",,"cs","ARH"
"cs","Thailand","THA",1969,50.4,,,,,"I","H",,"Nat'l",,"Lecaillon et al. 1984",,"cs",
"cs","Thailand","THA",1969,43,,,,,"I","H",,"Nat'l",,"Oshima 1994",,"cs",
"cs","Thailand","THA",1969,42.89,,,,,"I","H",,"Nat'l",,"Rao 1989",,"cs",
"cs","Thailand","THA",1976,45.1,,,,,"I","H",,"Nat'l",,"Fields 1989",,"cs",
"cs","Thailand","THA",1976,42,,,,,"I","H",,"Nat'l",,"Oshima 1994",,"cs",
"cs","Thailand","THA",1979,48,,,,,"I",,,"Nat'l",,"Mizoguchi 1985",,"cs",
"cs","Thailand","THA",1981,47.3,,,,,"I",,,"Nat'l",,"Fields 1989",,"cs",
"cs","Thailand","THA",1981,46.5,,,,,"I","P","G","Nat'l",,"Ikemoto 1991",,"cs",
"cs","Thailand","THA",1981,47.5,,,,,"I","P","G","Nat'l",,"Ikemoto 1991",,"cs",
"cs","Thailand","THA",1986,47.4,0.042,0.129,0.26,0.469,"I","H","G","Nat'l",,"Ikemoto 1991",,"cs",
"cs","Thailand","THA",1986,50.4,,,,,"I","P","G","Nat'l",,"Ikemoto 1991",,"cs",
"cs","Thailand","THA",1988,48.8,,,,,"I","P","G","Nat'l",,"Ikemoto 1991",,"cs",
"cs","Thailand","THA",1989,47.8,,,,,"I","H",,"Nat'l",,"Bhongmakpat 1993",,"cs",
"cs","Thailand","THA",1990,50.8,,,,,"I","P","G","Nat'l",,"Ikemoto 1991",,"cs",
"cs","Thailand","THA",1992,54,,,,,"I","P","G","Nat'l",,"Ikemoto 1991",,"cs",
"cs","Thailand","THA",1992,46.22,0.0565,0.1439,0.2734,0.4731,"E","P",,"Nat'l",,"WDR 1996",,"cs",
"nn","Thailand","THA",1962,44,,,,,"I","H",,"Rural",,"Jain 1975",,"nn",
"nn","Thailand","THA",1962,46.61,,,,,"I","H",,"Urban",,"Jain 1975",,"nn",
"nn","Thailand","THA",1969,38.4,,,,,"I","H","G","Rural",,"Ikemoto and Limskul 1987",,"nn",
"nn","Thailand","THA",1969,42.9,,,,,"I","H","G","Urban",,"Kansal 1982",,"nn",
"nn","Thailand","THA",1970,44.8,,,,,"I","H",,"Rural",,"Jain 1975",,"nn",
"nn","Thailand","THA",1970,38.52,,,,,"I","H",,"Urban",,"Jain 1975",,"nn",
"nn","Thailand","THA",1971,42,,,,,"I","H","G","Rural",,"Chiswick 1977",,"nn",
"nn","Thailand","THA",1971,44,,,,,"I","H","G","Urban",,"Chiswick 1977",,"nn",
"nn","Thailand","THA",1975,39.15,,,,,"I","H","G","Rural",,"Ikemoto and Limskul 1987",,"nn",
"nn","Thailand","THA",1976,39.1,,,,,"I","H","G","Urban","Cap.","Kansal 1982",,"nn",
"nn","Thailand","THA",1976,42.6,,,,,"I","p","G","Urban","Cap.","Kansal 1982",,"nn",
"nn","Thailand","THA",1976,44.5,,,,,"I","H","G","Urban","Metro","Kansal 1982",,"nn",
"nn","Thailand","THA",1976,48.3,,,,,"I","p","G","Urban","Metro","Kansal 1982",,"nn",
"nn","Thailand","THA",1976,40.6,,,,,"I","H","G","Rural",,"Kansal 1982",,"nn",
"nn","Thailand","THA",1976,41.2,,,,,"I","H","G","Urban",,"Kansal 1982",,"nn",
"nn","Thailand","THA",1981,42.7,,,,,"I","P","G","Urban",,"Ikemoto 1991",,"nn",
"ps","Thailand","THA",1989,43.81,,,,,"E","P",,"Nat'l",,"Chen et al. 1995",,"ps",
"ps","Togo","TGO",1957,33.8,,,,,"I","p",,"Nat'l",,"Lecaillon et al. 1984",,"ps",
"accept","Trinidad","TTO",1958,46.02,0.034,0.125,0.271,0.514,"I","H","G","Nat'l",,"Ahiram 1966","HBS","good",
"accept","Trinidad","TTO",1971,51,0.0194,0.0605,0.2411,0.4651,"I","H","G","Nat'l",,"HBS","HBS","good",
"accept","Trinidad","TTO",1976,46.09,0.027,0.116,0.274,0.506,"I","H","G","Nat'l",,"Dookeran 1981","HBS","good",
"accept","Trinidad","TTO",1981,41.72,0.0343,0.1354,0.2963,0.5514,"I","H","G","Nat'l",,"HBS","HBS","good",
"cs","Trinidad","TTO",1971,53.9,,,,,"I","H","G","Nat'l",,"Fields 1989",,"cs","ARH"
"cs","Trinidad","TTO",1976,47.4,,,,,"I","H","G","Nat'l",,"Fields 1989",,"cs",
"ps","Trinidad","TTO",1957,44,0.034,0.125,0.271,0.514,"I","P","G","Nat'l",,"Paukert 1973",,"ps","PT"
"ps","Trinidad","TTO",1965,48.7,,,,,"I","P",,"Nat'l",,"Cromwell 1977",,"ps",
"accept","Tunisia","TUN",1965,42.3,0.057,0.157,0.305,0.51,"E","P","N","Nat'l",,"van Ginneken and Park 1984","HBS","good",
"accept","Tunisia","TUN",1975,44,,,,,"E","P","N","Nat'l",,"TINS",,"good",
"accept","Tunisia","TUN",1980,43,,,,,"E","P","N","Nat'l",,"TINS",,"good",
"accept","Tunisia","TUN",1985,43,,,,,"E","P","N","Nat'l",,"TINS",,"good",
"accept","Tunisia","TUN",1990,40.24,0.0586,0.1627,0.3154,0.5367,"E","P",,"Nat'l",,"WDR 1996",,"good",
"cs","Tunisia","TUN",1965,51.6,,,,,"I","P",,"Nat'l",,"Cromwell 1977",,"cs",
"cs","Tunisia","TUN",1975,40.4,,,,,"E","P",,"Nat'l",,"Fields 1989",,"cs","ARH"
"cs","Tunisia","TUN",1985,43.43,,,,,"E","P",,"Nat'l",,"Chen et al. 1995",,"cs",
"cs","Tunisia","TUN",1990,40.24,,,,,"E","P",,"Nat'l",,"Chen et al. 1995",,"cs",
"cs","Tunisia","TUN",1990,41,,,,,"E","P","N","Nat'l",,"TINS",,"cs",
"nn","Tunisia","TUN",1961,45.99,,,,,"I","P",,"Rural",,"Jain 1975",,"nn",
"nn","Tunisia","TUN",1961,44.36,,,,,"I","P",,"Urban",,"Jain 1975",,"nn",
"nn","Tunisia","TUN",1975,39.7,,,,,"I","H",,"Rural",,"TINS",,"nn",
"nn","Tunisia","TUN",1980,37.5,,,,,"I","H",,"Rural",,"TINS",,"nn",
"nn","Tunisia","TUN",1985,36.4,,,,,"I","H",,"Rural",,"TINS",,"nn",
"ps","Tunisia","TUN",1961,50.94,,,,,"I","P",,"Nat'l",,"Jain 1975",,"ps",
"ps","Tunisia","TUN",1971,53,0.05,0.107,0.207,0.351,"I","P","G","Nat'l",,"Paukert 1973",,"ps","PT"
"wg","Tunisia","TUN",1970,50.19,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg",
"wg","Tunisia","TUN",1970,48.5,,,,,"I","P",,"Nat'l","EAP","Lecaillon et al. 1984",,"wg",
"accept","Turkey","TUR",1968,56,0.03,0.1,0.2,0.4,"I","H","G","Nat'l",,"UN 1981",,"good",
"accept","Turkey","TUR",1973,51,0.035,0.115,0.24,0.435,"I","H","G","Nat'l",,"UN 1981",,"good",
"accept","Turkey","TUR",1987,44.09,0.0524,0.1485,0.2891,0.5006,"I","H","G","Nat'l",,"Turkey, SY",,"good",
"cov","Turkey","TUR",1963,51.68,,,,,"I","H","N","Nat'l",,"UN 1981",,"cov",
"cov","Turkey","TUR",1978,51,,,,,"I","H",,"Nat'l",,"Hansen 1991",,"cov",
"cs","Turkey","TUR",1968,56,0.03,0.1,0.2,0.4,"I","H",,"Nat'l",,"Fields 1989",,"cs",
"cs","Turkey","TUR",1968,56.79,,,,,"I","H",,"Nat'l",,"Jain 1975",,"cs",
"cs","Turkey","TUR",1968,54.9,,,,,"I","H",,"Nat'l",,"Lecaillon et al. 1984",,"cs",
"cs","Turkey","TUR",1973,51,,,,,"I","H",,"Nat'l",,"Fields 1989",,"cs","ARH"
"cs","Turkey","TUR",1987,43.8,,,,,"I","H",,"Nat'l",,"Milanovic 1994",,"cs",
"nn","Turkey","TUR",1952,53,,,,,"I","H",,"Rural",,"Hansen 1991",,"nn",
"nn","Turkey","TUR",1963,43,,,,,"I","H",,"Rural",,"Hansen 1991",,"nn",
"nn","Turkey","TUR",1963,59,,,,,"I","H",,"Urban",,"Hansen 1991",,"nn",
"nn","Turkey","TUR",1963,55,,,,,"I","H","N","Urban",,"UN 1981",,"nn",
"nn","Turkey","TUR",1968,59,,,,,"I","H",,"Rural",,"Hansen 1991",,"nn",
"nn","Turkey","TUR",1973,56,,,,,"I","H",,"Rural",,"Hansen 1991",,"nn",
"nn","Turkey","TUR",1973,57,,,,,"I","H",,"Rural",,"Hansen 1991",,"nn",
"nn","Turkey","TUR",1973,43,,,,,"I","H",,"Urban",,"Hansen 1991",,"nn",
"nn","Turkey","TUR",1973,45,,,,,"I","H",,"Urban",,"Hansen 1991",,"ps",
"nn","Turkey","TUR",1973,47,,,,,"I","H",,"Rural",,"Hansen 1991",,"nn",
"nn","Turkey","TUR",1978,43,,,,,"I","H",,"Urban",,"Hansen 1991",,"nn",
"nn","Turkey","TUR",1978,57,,,,,"I","H",,"Rural",,"Hansen 1991",,"nn",
"nn","Turkey","TUR",1979,40,,,,,"I","H",,"Urban",,"Hansen 1991",,"nn",
"nn","Turkey","TUR",1983,57,,,,,"I","H",,"Rural",,"Hansen 1991",,"nn",
"nn","Turkey","TUR",1983,45,,,,,"I","H",,"Urban",,"Hansen 1991",,"nn",
"accept","Uganda","UGA",1989,33,0.0852,0.2061,0.3658,0.5807,"E","Pe","N","Nat'l",,"Chen et al. 1995","LSMS","good",
"accept","Uganda","UGA",1992,40.78,0.0678,0.1709,0.3145,0.5187,"E","P",,"Nat'l",,"WDR 1996",,"good",
"nn","Uganda","UGA",1970,26.62,,,,,"I","P",,"Rural","Agric.","Jain 1975",,"nn",
"nn","Uganda","UGA",1970,39.78,,,,,"I","P",,"Urban","NAG","Jain 1975",,"nn",
"nn","Uganda","UGA",1970,27.16,,,,,"I","P",,"Rural",,"Jain 1975",,"nn",
"nn","Uganda","UGA",1970,39.68,,,,,"I","P",,"Urban",,"Jain 1975",,"nn",
"nn","Uganda","UGA",1989,36.4,,,,,"E","Pe",,"Rural",,"WB Uganda 1995",,"nn",
"nn","Uganda","UGA",1989,37.3,,,,,"E","Pe",,"Urban",,"WB Uganda 1995",,"nn",
"nn","Uganda","UGA",1992,34.4,,,,,"E","Pe",,"Rural",,"WB Uganda 1995",,"nn",
"nn","Uganda","UGA",1992,43.9,,,,,"E","Pe",,"Urban",,"WB Uganda 1995",,"nn",
"ps","Uganda","UGA",1970,40.07,,,,,"I","P",,"Nat'l",,"Jain 1975",,"ps",
"accept","UK","GBR",1961,25.3,0.0935,0.2226,0.4008,0.6306,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1962,24.2,0.092,0.2211,0.3933,0.6261,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1963,26.5,0.0878,0.2121,0.3875,0.6209,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1964,25.5,0.0963,0.2261,0.3945,0.63,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1965,24.3,0.0987,0.227,0.4071,0.6501,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1966,25.3,0.0932,0.2216,0.3978,0.6312,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1967,24.5,0.0944,0.2256,0.3979,0.6273,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1968,24.1,0.1031,0.2312,0.4052,0.6404,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1969,24.9,0.0989,0.2303,0.4044,0.6311,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1970,25.1,0.1004,0.2301,0.4006,0.6319,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1971,25.7,0.0986,0.2239,0.3997,0.6198,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1972,26,0.0933,0.2215,0.3904,0.627,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1973,25.1,0.1056,0.2278,0.3948,0.6234,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1974,24.2,0.1041,0.2329,0.402,0.6265,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1975,23.3,0.1045,0.2315,0.3994,0.6271,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1976,23.2,0.1052,0.2319,0.4003,0.6326,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1977,22.9,0.1056,0.2372,0.4051,0.6347,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1978,23.1,0.1011,0.2312,0.4024,0.6365,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1979,24.4,0.1097,0.2422,0.4115,0.6432,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1980,24.9,0.1018,0.2344,0.4008,0.6234,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1981,25.4,0.0901,0.2229,0.3829,0.611,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1982,25.2,0.0957,0.2317,0.396,0.6254,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1983,25.7,0.0948,0.2312,0.3973,0.6259,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1984,25.8,0.0932,0.2351,0.4011,0.6311,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1985,27.1,0.089,0.2244,0.3877,0.6215,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1986,27.8,0.0841,0.2188,0.3822,0.6081,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1987,29.3,0.0832,0.2133,0.3715,0.5939,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1988,30.8,0.0819,0.2088,0.3705,0.5941,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1989,31.2,0.0812,0.2066,0.37,0.6015,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1990,32.3,0.0778,0.2037,0.3626,0.5901,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"accept","UK","GBR",1991,32.4,0.0764,0.2025,0.3621,0.5916,"I","Pe","N","Nat'l",,"Goodman & Webb 1994","UKIFS","good",
"cs","UK","GBR",1964,40,,,,,"I",,,"Nat'l",,"Cromwell 1977",,"cs",
"cs","UK","GBR",1964,38,0.051,0.153,0.319,0.558,"I","P","G","Nat'l",,"Paukert 1973",,"cs","PT"
"cs","UK","GBR",1964,33.6,,,,,"I","H","G","Nat'l",,"Wiedemann 1984",,"cs",
"cs","UK","GBR",1965,32.7,,,,,"I","H","G","Nat'l",,"Wiedemann 1984",,"cs",
"cs","UK","GBR",1966,32.7,,,,,"I","H","G","Nat'l",,"Wiedemann 1984",,"cs",
"cs","UK","GBR",1967,32.2,,,,,"I","H","G","Nat'l",,"Wiedemann 1984",,"cs",
"cs","UK","GBR",1968,33.85,,,,,"I","H",,"Nat'l",,"Jain 1975",,"cs","ARH"
"cs","UK","GBR",1968,32.8,,,,,"I","H","G","Nat'l",,"Wiedemann 1984",,"cs",
"cs","UK","GBR",1969,29.676,0.0862,0.2178,0.3903,0.6158,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","UK","GBR",1969,28.5149,0.0798,0.2214,0.4032,0.6332,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","UK","GBR",1969,26.3038,0.0865,0.2337,0.4187,0.6485,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","UK","GBR",1969,26.8509,0.0953,0.2339,0.4095,0.6355,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","UK","GBR",1969,33.8,,,,,"I","H","G","Nat'l",,"Wiedemann 1984",,"cs",
"cs","UK","GBR",1970,33.9,,,,,"I","H","G","Nat'l",,"Wiedemann 1984",,"cs",
"cs","UK","GBR",1971,34.7,,,,,"I","H","G","Nat'l",,"Wiedemann 1984",,"cs",
"cs","UK","GBR",1972,33.7,,,,,"I","H","G","Nat'l",,"Wiedemann 1984",,"cs",
"cs","UK","GBR",1973,35,,,,,"I","H","G","Nat'l",,"Wiedemann 1984",,"cs",
"cs","UK","GBR",1974,30.6256,0.0696,0.2051,0.3873,0.6227,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","UK","GBR",1974,29.5116,0.0806,0.2146,0.3918,0.6238,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","UK","GBR",1974,28.5555,0.0773,0.2178,0.402,0.6361,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","UK","GBR",1974,26.8439,0.0909,0.231,0.4112,0.6408,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","UK","GBR",1974,35.2,,,,,"I","H","G","Nat'l",,"Wiedemann 1984",,"cs",
"cs","UK","GBR",1975,37.6,,,,,"I","H","G","Nat'l",,"Wiedemann 1984",,"cs",
"cs","UK","GBR",1976,33.9,,,,,"I","H","G","Nat'l",,"Wiedemann 1984",,"cs",
"cs","UK","GBR",1979,29.9,,,,,"I","H",,"Nat'l",,"Buhmann  et al. 1988",,"cs",
"cs","UK","GBR",1979,26.7,0.095,0.231,0.405,0.632,"I","P","N","Nat'l",,"van Ginneken 1982",,"cs",
"cs","UK","GBR",1979,31.5,0.07,0.193,0.376,0.621,"I","H","N","Nat'l",,"van Ginneken 1982",,"cs",
"cs","UK","GBR",1986,34.2928,0.0653,0.1866,0.3559,0.5891,"E","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","UK","GBR",1986,31.7689,0.077,0.2043,0.3745,0.6029,"E","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","UK","GBR",1986,36.1777,0.0554,0.167,0.3411,0.5862,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","UK","GBR",1986,34.3165,0.0662,0.182,0.3536,0.5945,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","UK","GBR",1986,33.2902,0.0626,0.1871,0.3649,0.606,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","UK","GBR",1986,30.8928,0.0753,0.205,0.3815,0.6182,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"ps","UK","GBR",1951,35.6,,,,,"I",,,"Nat'l",,"Atkinson 1970",,"ps",
"ps","UK","GBR",1960,40,,,,,"I","H",,"Nat'l",,"Cromwell 1977",,"ps",
"ps","UK","GBR",1960,35.46,,,,,"I","H",,"Nat'l",,"Jain 1975",,"ps","ARH"
"wg","UK","GBR",1954,40.55,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg",
"wg","UK","GBR",1964,40.1,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg",
"wg","UK","GBR",1967,36.42,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg",
"accept","Ukraine","UKR",1992,25.71,0.0954,0.2366,0.417,0.6462,"I","P",,"Nat'l",,"WDR 1996",,"good",
"nn","Uruguay","URY",1961,36.61,,,,,"I","H",,"Urban","Capital","Rottenberg 1993",,"nn",
"nn","Uruguay","URY",1963,42.36,,,,,"I","H",,"Rural",,"Melgar 1989",,"nn",
"nn","Uruguay","URY",1963,37.06,,,,,"I","H",,"Urban","Capital","Rottenberg 1993",,"nn",
"nn","Uruguay","URY",1967,36.9,,,,,"I","P",,"Urban","Capital","Farne 1994",,"nn",
"nn","Uruguay","URY",1967,42.79,,,,,"I","H",,"Urban",,"Jain 1975",,"nn","ARL"
"nn","Uruguay","URY",1967,49.68,,,,,"I","P",,"Urban",,"Jain 1975",,"nn",
"nn","Uruguay","URY",1967,44.9,,,,,"I","H",,"Urban",,"Lecaillon et al. 1984",,"nn",
"nn","Uruguay","URY",1967,41.81,,,,,"I","H",,"Urban","Capital","Rottenberg 1993",,"nn",
"nn","Uruguay","URY",1976,40.54,,,,,"I","P",,"Urban","Capital","Farne 1994",,"nn",
"nn","Uruguay","URY",1976,45,,,,,"I","H",,"Urban","Capital","Rottenberg 1993",,"nn",
"nn","Uruguay","URY",1980,42.37,,,,,"I","H",,"Urban","Capital","Rottenberg 1993",,"nn",
"nn","Uruguay","URY",1981,42.55,,,,,"I","P",,"Urban","Capital","Farne 1994",,"nn",
"nn","Uruguay","URY",1981,43.63,,,,,"I","P",,"Urban",,"Psacharopoulos et a. 1992",,"nn",
"nn","Uruguay","URY",1982,41.52,,,,,"I","H",,"Urban","Capital","Rottenberg 1993",,"nn",
"nn","Uruguay","URY",1982,39.78,,,,,"I","H",,"Rural",,"Rottenberg 1993",,"nn",
"nn","Uruguay","URY",1983,40.4,,,,,"I","P",,"Urban","Capital","Farne 1994",,"nn",
"nn","Uruguay","URY",1984,40.96,,,,,"I","P",,"Urban","Capital","Farne 1994",,"nn",
"nn","Uruguay","URY",1984,39.41,,,,,"I","H",,"Urban","Capital","Melgar 1989",,"nn",
"nn","Uruguay","URY",1984,39.73,,,,,"I","H",,"Rural","Interior","Melgar 1989",,"nn",
"nn","Uruguay","URY",1984,48.37,,,,,"I","H",,"Urban","Capital","Rottenberg 1993",,"nn",
"nn","Uruguay","URY",1984,40.55,,,,,"I","H",,"Rural",,"Rottenberg 1993",,"nn",
"nn","Uruguay","URY",1985,41.72,,,,,"I","P",,"Urban","Capital","Farne 1994",,"nn",
"nn","Uruguay","URY",1985,41.23,,,,,"I","H",,"Urban","Capital","Melgar 1989",,"nn",
"nn","Uruguay","URY",1985,40.23,,,,,"I","H",,"Rural","Interior","Melgar 1989",,"nn",
"nn","Uruguay","URY",1986,39.22,,,,,"I","H",,"Urban","Capital","Melgar 1989",,"nn",
"nn","Uruguay","URY",1986,37.85,,,,,"I","H",,"Rural","Interior","Melgar 1989",,"nn",
"nn","Uruguay","URY",1987,38.73,,,,,"I","P",,"Urban","Capital","Farne 1994",,"nn",
"nn","Uruguay","URY",1987,38.42,,,,,"I","H",,"Urban","Capital","Melgar 1989",,"nn",
"nn","Uruguay","URY",1987,39.09,,,,,"I","H",,"Rural","Interior","Melgar 1989",,"nn",
"nn","Uruguay","URY",1989,42.36,,,,,"I","P",,"Urban",,"Psacharopoulos et a. 1992",,"nn",
"ps","Uruguay","URY",1967,42.79,,,,,"I","H",,"Nat'l",,"Jain 1975",,"ps",
"ps","Uruguay","URY",1967,44.9,,,,,"I","H",,"Nat'l",,"Lecaillon et al. 1984",,"ps",
"wg","Uruguay","URY",1967,49.68,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg",
"accept","USA","USA",1947,34.28,0.05,0.169,0.359,0.59,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1948,35.16,0.04,0.161,0.354,0.586,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1949,35.28,0.04,0.159,0.352,0.587,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1950,36.02,0.045,0.165,0.339,0.573,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1951,34.68,0.05,0.174,0.35,0.584,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1952,35.1,0.049,0.172,0.346,0.58,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1953,34.46,0.047,0.172,0.352,0.591,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1954,35.66,0.045,0.166,0.343,0.577,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1955,34.8,0.048,0.171,0.349,0.586,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1956,34.2,0.05,0.175,0.354,0.591,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1957,33.62,0.051,0.178,0.359,0.597,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1958,33.92,0.052,0.177,0.356,0.593,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1959,34.54,0.049,0.172,0.351,0.589,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1960,34.88,0.048,0.17,0.347,0.587,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1961,35.62,0.047,0.166,0.341,0.579,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1962,34.8,0.05,0.171,0.347,0.587,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1963,34.72,0.05,0.171,0.348,0.588,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1964,34.7,0.051,0.171,0.348,0.588,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1965,34.64,0.052,0.174,0.352,0.582,"I","H","G","Nat'l",,"USBC",,"good",
"accept","USA","USA",1966,34.68,0.05,0.174,0.352,0.582,"I","H","G","Nat'l",,"USBC",,"good",
